"Notes"	"Month"	"Month Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Feb., 2018"	"2018/02"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	834	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	442	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	8554	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"Influenza (J09-J11)"	"GR113-077"	3307	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"Pneumonia (J12-J18)"	"GR113-078"	5247	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	41	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	28	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	13	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	14579	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	58	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"Emphysema (J43)"	"GR113-084"	673	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"Asthma (J45-J46)"	"GR113-085"	278	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	13570	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"#Pneumoconioses and chemical effects (J60-J66,J68)"	"GR113-087"	63	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	1747	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	3879	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"#Peptic ulcer (K25-K28)"	"GR113-090"	279	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"#Diseases of appendix (K35-K38)"	"GR113-091"	21	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"#Hernia (K40-K46)"	"GR113-092"	167	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	3338	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"Alcoholic liver disease (K70)"	"GR113-094"	1761	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	1577	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	309	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	4398	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	57	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	15	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"Renal failure (N17-N19)"	"GR113-100"	4323	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"Other disorders of kidney (N25,N27)"	"GR113-101"	3	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	64	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"#Hyperplasia of prostate (N40)"	"GR113-103"	41	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	20	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	85	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	1	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	84	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	836	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	812	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	2560	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"All other diseases (Residual) "	"GR113-111"	28548	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	12686	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	2883	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	2734	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	58	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	91	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	9803	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"Falls (W00-W19)"	"GR113-118"	3050	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	35	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	162	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	270	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	4839	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	1447	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	3596	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	1836	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	1760	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	1376	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	1028	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	348	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	42	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	477	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	23	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	454	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	355	Not Applicable	Not Applicable
	"Feb., 2018"	"2018/02"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	517	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"#Salmonella infections (A01-A02)"	"GR113-001"	3	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	788	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"#Tuberculosis (A16-A19)"	"GR113-004"	55	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Respiratory tuberculosis (A16)"	"GR113-005"	38	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Other tuberculosis (A17-A19)"	"GR113-006"	17	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"#Meningococcal infection (A39)"	"GR113-009"	3	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"#Septicemia (A40-A41)"	"GR113-010"	3673	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"#Syphilis (A50-A53)"	"GR113-011"	4	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"#Viral hepatitis (B15-B19)"	"GR113-015"	394	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	446	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"#Malaria (B50-B54)"	"GR113-017"	2	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	797	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	50689	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	841	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	1271	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	909	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	4495	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	2384	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	3738	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	308	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	12051	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Malignant melanoma of skin (C43)"	"GR113-028"	711	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Malignant neoplasm of breast (C50)"	"GR113-029"	3651	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	365	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	993	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	1134	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	2631	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	1207	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	1445	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	1437	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	4920	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Hodgkin disease (C81)"	"GR113-038"	103	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	1747	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Leukemia (C91-C95)"	"GR113-040"	2010	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	1054	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	6	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	6198	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	1314	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"#Anemias (D50-D64)"	"GR113-045"	488	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	7415	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	806	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Malnutrition (E40-E46)"	"GR113-048"	774	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	32	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"#Meningitis (G00,G03)"	"GR113-050"	55	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"#Parkinson disease (G20-G21)"	"GR113-051"	2894	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"#Alzheimer disease (G30)"	"GR113-052"	10815	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	76612	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	58301	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	320	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Hypertensive heart disease (I11)"	"GR113-056"	4606	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	764	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	32635	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	9693	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	388	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	22554	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	5650	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	16904	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Other heart diseases (I26-I51)"	"GR113-064"	19976	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Acute and subacute endocarditis (I33)"	"GR113-065"	154	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	82	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Heart failure (I50)"	"GR113-067"	7345	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	12395	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	3201	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	12927	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"#Atherosclerosis (I70)"	"GR113-071"	443	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	1740	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	917	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	823	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	435	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	6133	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Influenza (J09-J11)"	"GR113-077"	1409	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Pneumonia (J12-J18)"	"GR113-078"	4724	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	34	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	28	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	6	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	14995	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	43	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Emphysema (J43)"	"GR113-084"	706	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Asthma (J45-J46)"	"GR113-085"	314	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	13932	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"#Pneumoconioses and chemical effects (J60-J66,J68)"	"GR113-087"	67	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	1760	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	3990	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"#Peptic ulcer (K25-K28)"	"GR113-090"	331	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"#Diseases of appendix (K35-K38)"	"GR113-091"	31	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"#Hernia (K40-K46)"	"GR113-092"	206	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	3648	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Alcoholic liver disease (K70)"	"GR113-094"	1942	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	1706	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	278	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	4534	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	52	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	31	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Renal failure (N17-N19)"	"GR113-100"	4449	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Other disorders of kidney (N25,N27)"	"GR113-101"	2	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	75	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"#Hyperplasia of prostate (N40)"	"GR113-103"	50	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	13	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	92	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	2	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	90	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	948	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	864	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	2665	Not Applicable	Not Applicable
	"Mar., 2018"	"2018/03"	"All other diseases (Residual) "	"GR113-111"	30062	Not Applicable	Not Applicable
