"Institution Name","City","State","movingAverage_cases","UGDS"
"","Tallahassee, FL","Police",6.94514039972853,6306.28
"","Tampa, FL","Police",8.21976489340506,7026.6
"","Atlanta, GA","Police",5.50531820703821,8470.9
"","Columbus, GA","Police",6.30978606745973,4085.4
"","Cedar Rapids, IA","Police",8.16162047533217,4776.87
"","Des Moines, IA","Police",5.93111437864813,5610.75
"","Boise, ID","Police",10.7819745052734,3181.05
"","Nampa, ID","Police",11.0079542629878,2413.8
"","Aurora, IL","Police",8.93579219516692,4772.94
"","Chicago, IL","Police",6.13143781579647,9024.8
"","Ft. Wayne, IN","Police",10.5959357958276,2847.79
"","Gary, IN","Police",6.21456516592594,4097.31
"","Indianapolis, IN","Police",4.52646794574542,5520.64
"","Kansas City, KS","Police",4.48500925840808,7614.7
"","Topeka, KS","Police",8.24301042895016,4782.84
"","Wichita, KS","Police",6.20158263538373,4326.96
"","Lexington, KY","Police",5.18095437617671,3627.71
"","Louisville, KY","Police",6.49659448770842,4096.3
"","Baton Rouge, LA","Police",8.27842265244089,4411.71
"","New Orleans, LA","Police",4.07980123855082,5393.4
"","Shreveport, LA","Police",8.15866804461918,5438.02
"","Boston, MA","Police",7.88155177289568,7001.54
"","Springfield, MA","Police",5.08100708734438,5639.63
"","Worcester, MA","Police",5.00933918238908,5144.99
"","Baltimore, MD","Police",10.9872208041277,7341.62
"","Frederick, MD","Police",7.50871462684928,7286.6
"","Lewiston, ME","Police",4.25564067858973,4565.94
"","Portland, ME","Police",4.9496079852361,5781.67
"","Detroit, MI","Police",6.07664054423969,6926.36
"","Flint, MI","Police",3.41425330599846,8697.07
"","Grand Rapids, MI","Police",6.39937185055609,5030.65
"","Warren, MI","Police",8.06685273790537,4514.4
"","Minneapolis, MN","Police",5.56897001789976,8581.12
"","St. Paul, MN","Police",6.59123472397809,7119
"","Kansas City, MO","Police",7.95214090828074,6564.27
"","St. Louis, MO","Police",9.70560137566475,6280.6
"","Gulfport, MS","Police",3.07637342242019,10776
"","Jackson, MS","Police",7.02710556833416,3647.59
"","Billings, MT","Police",7.15765763443964,3880.18
"","Missoula, MT","Police",8.76885258164616,3876.79
"","Charlotte, NC","Police",5.27525857549523,8163.96
"","Durham, NC","Police",11.0271856497794,3871.16
"","Greensboro, NC","Police",8.12796482702765,4321.5
"","Raleigh, NC","Police",6.21104990907967,4531.44
"","Bismarck, ND","Police",5.70648055754012,5080.89
"","Fargo, ND","Police",3.7728142185383,6022.56
"","Lincoln, NE","Police",4.4373135570055,4207.05
"","Omaha, NE","Police",4.9588229426118,6315.41
"","Manchester, NH","Police",5.21031755456856,4210.3
"","Nashua, NH","Police",9.0359738391525,3739.94
"","Albuquerque, NM","Police",10.0274637372014,3750.4
"","Las Cruces, NM","Police",9.95436410491289,3624.34
"","Las Vegas, NV","Police",6.3409328652807,5534.99
"","Reno, NV","Police",7.60712057775005,5113.63
"","Buffalo, NY","Police",5.03282466196008,8041.21
"","New York, NY","Police",4.30496673242703,15617.31
"","Rochester, NY","Police",5.81087405132357,9338.01
"","Syracuse, NY","Police",5.27992700226739,7978.33
"","Yonkers, NY","Police",5.11906554396043,10360.68
"","Akron, OH","Police",5.98913303248844,5690.64
"","Cincinnati, OH","Police",8.31643957055091,7433.71
"","Cleveland, OH","Police",7.86825721605764,9149.04
"","Columbus, OH","Police",6.28850408024661,6640.53
"","Dayton, OH","Police",7.87824152152517,5923.53
"","Toledo, OH","Police",8.92896658552777,5693.94
"","Oklahoma, OK","Police",9.21935253896756,3703.08
"","Tulsa, OK","Police",6.62652146657376,4291.09
"","Eugene, OR","Police",6.53143050370238,5796.28
"","Portland, OR","Police",5.41932986415846,6768.18
"","Salem, OR","Police",7.02909317756479,4408.25
"","Philadelphia, PA","Police",5.1201739528606,8342.49
"","Pittsburgh, PA","Police",4.29387735543922,8347.7
"","Providence, RI","Police",8.990610688453,5871.57
"","Warwick, RI","Police",5.77710510707054,4889.3
"","Charleston, SC","Police",11.7250911069241,4999.62
"","Columbia, SC","Police",7.55975075160819,5953.9
"","Rapid City, SD","Police",9.75189644373304,3448.56
"","Sioux Falls, SD","Police",5.29096764707277,4216.62
"","Chattanooga, TN","Police",4.05785885485548,11319.27
"","Knoxville, TN","Police",4.61188399860928,8398.52
"","Memphis, TN","Police",7.64101883788803,7538
"","Nashville, TN","Police",4.46634683497185,7199.62
"","Arlington, TX","Police",6.07887692479837,4647.24
"","Austin, TX","Police",5.65872182506005,7647.31
"","Corpus Christi, TX","Police",6.16206667585412,4789.14
"","Dallas, TX","Police",4.91629445872616,6667.42
"","El Paso, TX","Police",4.62653669621783,5122.19
"","Ft. Worth, TX","Police",7.01616142888044,5177.76
"","Garland, TX","Police",3.4333250643963,6409.53
"","Houston, TX","Police",6.81959586952136,5898.59
"","Lubbock, TX","Police",5.08093262847832,7027.45
"","San Antonio, TX","Police",4.17011202609789,7062.64
"","Provo, UT","Police",3.12677336337537,4775.53
"","Salt Lake City, UT","Police",7.61091032239081,7204.92
"","Chesapeake, VA","Police",5.64698406741496,4689.76
"","Norfolk, VA","Police",4.70361300436526,6366.17
"","Richmond, VA","Police",6.64487512139968,6898.7
"","Virginia Beach, VA","Police",4.56102530785813,4740.82
"","Burlington, VT","Police",5.02500471912562,7522.58
"","Rutland, VT","Police",7.2083348672827,5704.23
"","Seattle, WA","Police",3.97368012520087,9533.48
"","Spokane, WA","Police",5.95386430452278,5738.29
"","Tacoma, WA","Police",5.30182711103875,9765.69
"","Madison, WI","Police",7.61023637526202,4832.57
"","Milwaukee, WI","Police",8.96171945908429,6555.55
"","Charleston, WV","Police",10.1539081588957,5954.85
"","Huntington, WV","Police",7.8982917739916,4049.23
"","Casper, WY","Police",5.79893379260225,6026.97
"","Cheyenne, WY","Police",4.17542164471563,8714.09
"","Anchorage, AK","Fire",6.31758987272093,6103.91
"","Fairbanks, AK","Fire",6.5644538552745,5001.33
"","Birmingham, AL","Fire",4.61043789733868,6683.53
"","Mobile, AL","Fire",3.47122436561229,4683.65
"","Montgomery, AL","Fire",3.08068776938407,5394.25
"","Ft. Smith, AR","Fire",3.28336369337355,4688.18
"","Little Rock, AR","Fire",5.03070029374169,5014.61
"","Mesa, AZ","Fire",3.91070377149221,4381.82
"","Phoenix, AZ","Fire",4.05895562273303,4733.73
"","Tucson, AZ","Fire",4.49064500551022,4037.95
"","Anaheim, CA","Fire",2.68316709931205,7400.21
"","Bakersfield, CA","Fire",3.89520723870694,6314.94
"","Fremont, CA","Fire",3.47325955551272,7471.08
"","Fresno, CA","Fire",1.40832477031156,7269.63
"","Huntington Beach, CA","Fire",3.86791181722779,5269.51
"","Long Beach, CA","Fire",2.68137214942764,9445.91
"","Los Angeles, CA","Fire",2.2408949623477,10031.26
"","Modesto, CA","Fire",2.05938461706652,7317.72
"","Oakland, CA","Fire",3.6011999965418,11566.7
"","Riverside, CA","Fire",2.88075615434823,8212.08
"","Sacramento, CA","Fire",2.95661419536012,7862.71
"","San Diego, CA","Fire",2.0274280214933,6857.95
"","San Francisco, CA","Fire",1.9274163377463,17828.53
"","San Jose, CA","Fire",2.53019071571852,7856.72
"","Santa Ana, CA","Fire",1.9007940606949,6099.03
"","Stockton, CA","Fire",2.46243535749348,5938.43
"","Aurora, CO","Fire",2.45478820245175,5272.96
"","Colorado Springs, CO","Fire",2.10498247307705,5137.81
"","Denver, CO","Fire",1.88030258832794,9701.63
"","Bridgeport, CT","Fire",7.0758712391205,6257.18
"","Hartford, CT","Fire",1.59489670897333,8455.72
"","New Haven, CT","Fire",3.05059775057186,7995.81
"","Washington, DC","Fire",1.93009987412801,21251.75
"","Dover, DE","Fire",0.393447351573438,5685.64
"","Wilmington, DE","Fire",5.28474673280549,7757.42
"","Ft. Lauderdale, FL","Fire",5.69674692528012,7824.29
"","Hialeah, FL","Fire",5.57666227912728,6017.04
"","Jacksonville, FL","Fire",3.07312971273368,5791.49
"","Miami, FL","Fire",6.17699044480179,6772.23
"","Orlando, FL","Fire",6.58119326055143,7721.7
"","St. Petersburg, FL","Fire",2.72594382684168,5246.99
"","Tallahassee, FL","Fire",3.88850479204856,6306.28
"","Tampa, FL","Fire",4.30592320610252,7026.6
"","Atlanta, GA","Fire",2.21534901840418,8470.9
"","Columbus, GA","Fire",3.64860234004014,4085.4
"","Cedar Rapids, IA","Fire",3.31137334698244,4776.87
"","Des Moines, IA","Fire",3.17337254377757,5610.75
"","Boise, ID","Fire",6.59593530438063,3181.05
"","Nampa, ID","Fire",5.66741237882178,2413.8
"","Aurora, IL","Fire",4.85277418111269,4772.94
"","Chicago, IL","Fire",2.39262919953905,9024.8
"","Ft. Wayne, IN","Fire",4.88097788109376,2847.79
"","Gary, IN","Fire",3.98847048429335,4097.31
"","Indianapolis, IN","Fire",4.4476727335961,5520.64
"","Kansas City, KS","Fire",4.49380802920667,7614.7
"","Topeka, KS","Fire",4.31605489625411,4782.84
"","Wichita, KS","Fire",3.38990885055559,4326.96
"","Lexington, KY","Fire",6.06525879962842,3627.71
"","Louisville, KY","Fire",2.00278299929204,4096.3
"","Baton Rouge, LA","Fire",4.81332635191343,4411.71
"","New Orleans, LA","Fire",4.98294211443616,5393.4
"","Shreveport, LA","Fire",6.27857198024281,5438.02
"","Boston, MA","Fire",4.61655578629844,7001.54
"","Springfield, MA","Fire",2.3533458755273,5639.63
"","Worcester, MA","Fire",4.10593606595931,5144.99
"","Baltimore, MD","Fire",4.92139337094538,7341.62
"","Frederick, MD","Fire",3.27203359591579,7286.6
"","Lewiston, ME","Fire",4.35485354603871,4565.94
"","Portland, ME","Fire",4.82282800644104,5781.67
"","Detroit, MI","Fire",2.2090968416311,6926.36
"","Flint, MI","Fire",1.07059044022872,8697.07
"","Grand Rapids, MI","Fire",2.93182789500363,5030.65
"","Warren, MI","Fire",3.9165780613149,4514.4
"","Minneapolis, MN","Fire",1.75000466139618,8581.12
"","St. Paul, MN","Fire",2.94001966568338,7119
"","Kansas City, MO","Fire",4.89620323356596,6564.27
"","St. Louis, MO","Fire",3.72575868547591,6280.6
"","Gulfport, MS","Fire",1.64300296956199,10776
"","Jackson, MS","Fire",3.61690869862018,3647.59
"","Billings, MT","Fire",4.48123540660485,3880.18
"","Missoula, MT","Fire",5.29922951720367,3876.79
"","Charlotte, NC","Fire",1.94746177100329,8163.96
"","Durham, NC","Fire",3.39639797890038,3871.16
"","Greensboro, NC","Fire",4.11361795672799,4321.5
"","Raleigh, NC","Fire",3.15286090072913,4531.44
"","Bismarck, ND","Fire",3.38995727126547,5080.89
"","Fargo, ND","Fire",1.70774554342339,6022.56
"","Lincoln, NE","Fire",2.21128819481584,4207.05
"","Omaha, NE","Fire",2.68802817235936,6315.41
"","Manchester, NH","Fire",4.19138778709356,4210.3
"","Nashua, NH","Fire",7.6586790162409,3739.94
"","Albuquerque, NM","Fire",4.73069539249147,3750.4
"","Las Cruces, NM","Fire",0.462429021559787,3624.34
"","Las Vegas, NV","Fire",5.31762478342328,5534.99
"","Reno, NV","Fire",4.96770395980937,5113.63
"","Buffalo, NY","Fire",3.26008150514661,8041.21
"","New York, NY","Fire",1.62832139465759,15617.31
"","Rochester, NY","Fire",2.70989215046889,9338.01
"","Syracuse, NY","Fire",3.14602178651422,7978.33
"","Yonkers, NY","Fire",3.28588471026998,10360.68
"","Akron, OH","Fire",4.47348628625251,5690.64
"","Cincinnati, OH","Fire",4.76908569207031,7433.71
"","Cleveland, OH","Fire",2.46473946993346,9149.04
"","Columbus, OH","Fire",4.50415855360943,6640.53
"","Dayton, OH","Fire",4.64604720496056,5923.53
"","Toledo, OH","Fire",5.02481585685834,5693.94
"","Oklahoma, OK","Fire",5.44654719854824,3703.08
"","Tulsa, OK","Fire",4.15512142602462,4291.09
"","Eugene, OR","Fire",3.87058596203082,5796.28
"","Portland, OR","Fire",2.66009473743311,6768.18
"","Salem, OR","Fire",3.93035785175523,4408.25
"","Philadelphia, PA","Fire",1.94066759444722,8342.49
"","Pittsburgh, PA","Fire",2.70397834133953,8347.7
"","Providence, RI","Fire",6.87959097822218,5871.57
"","Warwick, RI","Fire",5.73742662548831,4889.3
"","Charleston, SC","Fire",4.40833503346254,4999.62
"","Columbia, SC","Fire",7.04815331127496,5953.9
"","Rapid City, SD","Fire",4.50216902127265,3448.56
"","Sioux Falls, SD","Fire",3.24549046392608,4216.62
"","Chattanooga, TN","Fire",2.08096458517201,11319.27
"","Knoxville, TN","Fire",1.51395722103418,8398.52
"","Memphis, TN","Fire",3.84133722472804,7538
"","Nashville, TN","Fire",2.62416627544231,7199.62
"","Arlington, TX","Fire",2.64630189101488,4647.24
"","Austin, TX","Fire",2.3375539895728,7647.31
"","Corpus Christi, TX","Fire",3.53842234722727,4789.14
"","Dallas, TX","Fire",2.45357274627967,6667.42
"","El Paso, TX","Fire",2.79860762681587,5122.19
"","Ft. Worth, TX","Fire",3.06445258181144,5177.76
"","Garland, TX","Fire",2.02230116716826,6409.53
"","Houston, TX","Fire",2.97732169891449,5898.59
"","Lubbock, TX","Fire",2.80713487822752,7027.45
"","San Antonio, TX","Fire",2.57764801830477,7062.64
"","Provo, UT","Fire",1.78200116008066,4775.53
"","Salt Lake City, UT","Fire",2.5960038418192,7204.92
"","Chesapeake, VA","Fire",3.88719252157893,4689.76
"","Norfolk, VA","Fire",2.81613591845647,6366.17
"","Richmond, VA","Fire",2.94780175975184,6898.7
"","Virginia Beach, VA","Fire",2.57698035360971,4740.82
"","Burlington, VT","Fire",3.11542050732594,7522.58
"","Rutland, VT","Fire",3.89658201019244,5704.23
"","Seattle, WA","Fire",2.82572575806526,9533.48
"","Spokane, WA","Fire",3.83964560870922,5738.29
"","Tacoma, WA","Fire",3.5300117042421,9765.69
"","Madison, WI","Fire",4.28136581570469,4832.57
"","Milwaukee, WI","Fire",2.83286680751424,6555.55
"","Charleston, WV","Fire",7.79666994130834,5954.85
"","Huntington, WV","Fire",6.83957196800379,4049.23
"","Casper, WY","Fire",2.98259324337105,6026.97
"","Cheyenne, WY","Fire",1.9586669405526,8714.09
"","Anchorage, AK","Corrections",0,6103.91
"","Fairbanks, AK","Corrections",0,5001.33
"","Birmingham, AL","Corrections",0.784465694026959,6683.53
"","Mobile, AL","Corrections",1.30838128382778,4683.65
"","Montgomery, AL","Corrections",1.65565185150855,5394.25
"","Ft. Smith, AR","Corrections",1.36705501921855,4688.18
"","Little Rock, AR","Corrections",1.43061972915142,5014.61
"","Mesa, AZ","Corrections",2.46723964014953,4381.82
"","Phoenix, AZ","Corrections",2.283822693732,4733.73
"","Tucson, AZ","Corrections",0,4037.95
"","Anaheim, CA","Corrections",1.61414338241753,7400.21
"","Bakersfield, CA","Corrections",2.47761657276237,6314.94
"","Fremont, CA","Corrections",2.16381031925772,7471.08
"","Fresno, CA","Corrections",0.617500478016075,7269.63
"","Huntington Beach, CA","Corrections",2.26681418196379,5269.51
"","Long Beach, CA","Corrections",1.68464446517064,9445.91
"","Los Angeles, CA","Corrections",1.5863410977285,10031.26
"","Modesto, CA","Corrections",2.11390979704061,7317.72
"","Oakland, CA","Corrections",1.39763285984767,11566.7
"","Riverside, CA","Corrections",1.84447789110676,8212.08
"","Sacramento, CA","Corrections",2.1656655275344,7862.71
"","San Diego, CA","Corrections",1.76233422524224,6857.95
"","San Francisco, CA","Corrections",1.43825654723076,17828.53
"","San Jose, CA","Corrections",2.87460925169791,7856.72
"","Santa Ana, CA","Corrections",1.958508156215,6099.03
"","Stockton, CA","Corrections",2.26221408688829,5938.43
"","Aurora, CO","Corrections",1.10564085447263,5272.96
"","Colorado Springs, CO","Corrections",0,5137.81
"","Denver, CO","Corrections",1.96472139217843,9701.63
"","Bridgeport, CT","Corrections",0,6257.18
"","Hartford, CT","Corrections",0,8455.72
"","New Haven, CT","Corrections",0,7995.81
"","Washington, DC","Corrections",1.07732304398461,21251.75
"","Dover, DE","Corrections",0,5685.64
"","Wilmington, DE","Corrections",0,7757.42
"","Ft. Lauderdale, FL","Corrections",1.44613760481782,7824.29
"","Hialeah, FL","Corrections",1.98453059976334,6017.04
"","Jacksonville, FL","Corrections",1.0139014312379,5791.49
"","Miami, FL","Corrections",1.76323013246744,6772.23
"","Orlando, FL","Corrections",1.5532848984032,7721.7
"","St. Petersburg, FL","Corrections",2.35392100995047,5246.99
"","Tallahassee, FL","Corrections",2.1091673696696,6306.28
"","Tampa, FL","Corrections",1.5787151680756,7026.6
"","Atlanta, GA","Corrections",1.65791120187938,8470.9
"","Columbus, GA","Corrections",3.42855044793655,4085.4
"","Cedar Rapids, IA","Corrections",0.967160504681936,4776.87
"","Des Moines, IA","Corrections",1.21659314708372,5610.75
"","Boise, ID","Corrections",2.86257682211848,3181.05
"","Nampa, ID","Corrections",2.889634601044,2413.8
"","Aurora, IL","Corrections",0.661018156524071,4772.94
"","Chicago, IL","Corrections",1.0522116833614,9024.8
"","Ft. Wayne, IN","Corrections",2.7006907110426,2847.79
"","Gary, IN","Corrections",1.35527943943709,4097.31
"","Indianapolis, IN","Corrections",2.73971858335265,5520.64
"","Kansas City, KS","Corrections",2.36581874532155,7614.7
"","Topeka, KS","Corrections",2.60556489449783,4782.84
"","Wichita, KS","Corrections",2.6600661896574,4326.96
"","Lexington, KY","Corrections",2.80231881820763,3627.71
"","Louisville, KY","Corrections",2.16829822034519,4096.3
"","Baton Rouge, LA","Corrections",3.06411799506314,4411.71
"","New Orleans, LA","Corrections",0,5393.4
"","Shreveport, LA","Corrections",4.70318240830302,5438.02
"","Boston, MA","Corrections",0,7001.54
"","Springfield, MA","Corrections",0,5639.63
"","Worcester, MA","Corrections",0,5144.99
"","Baltimore, MD","Corrections",0,7341.62
"","Frederick, MD","Corrections",1.08335849367332,7286.6
"","Lewiston, ME","Corrections",0.970227379247209,4565.94
"","Portland, ME","Corrections",1.14880302749898,5781.67
"","Detroit, MI","Corrections",1.79675904804255,6926.36
"","Flint, MI","Corrections",0.69161223262547,8697.07
"","Grand Rapids, MI","Corrections",1.1539264309781,5030.65
"","Warren, MI","Corrections",0.809631401736665,4514.4
"","Minneapolis, MN","Corrections",0.994159270584725,8581.12
"","St. Paul, MN","Corrections",1.82525635622981,7119
"","Kansas City, MO","Corrections",0.409337214953072,6564.27
"","St. Louis, MO","Corrections",2.77202815017673,6280.6
"","Gulfport, MS","Corrections",0.72503711952487,10776
"","Jackson, MS","Corrections",2.45394904580833,3647.59
"","Billings, MT","Corrections",2.08907834172641,3880.18
"","Missoula, MT","Corrections",2.68495327319767,3876.79
"","Charlotte, NC","Corrections",1.35387728504304,8163.96
"","Durham, NC","Corrections",1.41146323065954,3871.16
